353,Raw mackerel,6000,,
354,Raw mackerel,6000,,
355,Mackerel,6000,,
356,Mackerel,6000,,
357,Burnt fish,NULL,,
358,Burnt fish,NULL,,
359,Raw tuna,6000,,
360,Raw tuna,6000,,
361,Tuna,6000,,
362,Tuna,6000,,
363,Raw bass,6000,,
364,Raw bass,6000,,
365,Bass,6000,,
366,Bass,6000,,
367,Burnt fish,NULL,,
368,Burnt fish,NULL,,
369,Burnt fish,NULL,,
370,Burnt fish,NULL,,
371,Raw swordfish,6000,,
372,Raw swordfish,6000,,
373,Swordfish,6000,,
374,Swordfish,6000,,
375,Burnt swordfish,NULL,,
376,Burnt swordfish,NULL,,
377,Raw lobster,6000,,
378,Raw lobster,6000,,
379,Lobster,6000,,
380,Lobster,6000,,
381,Burnt lobster,NULL,,
382,Burnt lobster,NULL,,
383,Raw shark,10000,,
384,Raw shark,10000,,
385,Shark,10000,,
386,Shark,10000,,
387,Burnt shark,NULL,,
388,Burnt shark,NULL,,
389,Raw manta ray,6000,,
390,Raw manta ray,6000,,
391,Manta ray,6000,,
392,Manta ray,6000,,
393,Burnt manta ray,NULL,,
394,Burnt manta ray,NULL,,
395,Raw sea turtle,6000,,
396,Raw sea turtle,6000,,
397,Sea turtle,6000,,
398,Sea turtle,6000,,
399,Burnt sea turtle,NULL,,
400,Burnt sea turtle,NULL,,
401,Seaweed,NULL,,
402,Seaweed,NULL,,
403,Edible seaweed,NULL,,
404,Edible seaweed,NULL,,
405,Casket,NULL,,
406,Casket,NULL,,
407,Oyster,NULL,,
408,Oyster,NULL,,
409,Empty oyster,NULL,,
410,Empty oyster,NULL,,
411,Oyster pearl,NULL,,
412,Oyster pearl,NULL,,
413,Oyster pearls,NULL,,
414,Oyster pearls,NULL,,
415,Ethenea,NULL,,
416,Liquid honey,NULL,,
417,Sulphuric broline,NULL,,
418,Plague sample,NULL,,
419,Touch paper,NULL,,
420,Distillator,NULL,,
421,Lathas' amulet,NULL,,
422,Bird feed,NULL,,
423,Key,NULL,,
424,Pigeon cage,NULL,,
425,Pigeon cage,NULL,,
426,Priest gown,NULL,,
427,Priest gown,NULL,,
428,Priest gown,NULL,,
429,Priest gown,NULL,,
430,Doctors' gown,NULL,,
431,Karamjan rum,NULL,,
432,Chest key,NULL,,
433,Pirate message,NULL,,
434,Clay,NULL,,
435,Clay,NULL,,
436,Copper ore,13000,,
437,Copper ore,13000,,
438,Tin ore,13000,,
439,Tin ore,13000,,
440,Iron ore,13000,,
441,Iron ore,13000,,
442,Silver ore,13000,,
443,Silver ore,13000,,
444,Gold ore,13000,,
445,Gold ore,13000,,
446,perfect' gold ore,NULL,,
447,Mithril ore,13000,,
448,Mithril ore,13000,,
449,Adamantite ore,4500,,
450,Adamantite ore,4500,,
451,Runite ore,NULL,,
452,Runite ore,NULL,,
453,Coal,13000,,
454,Coal,13000,,
455,Barcrawl card,NULL,,
456,Scorpion cage,NULL,,
457,Scorpion cage,NULL,,
458,Scorpion cage,NULL,,
459,Scorpion cage,NULL,,
460,Scorpion cage,NULL,,
461,Scorpion cage,NULL,,
462,Scorpion cage,NULL,,
463,Scorpion cage,NULL,,
464,Strange fruit,NULL,,
465,Strange fruit,NULL,,
466,Pickaxe handle,NULL,,
467,Pickaxe handle,NULL,,
468,Broken pickaxe,NULL,,
469,Broken pickaxe,NULL,,
470,Broken pickaxe,NULL,,
471,Broken pickaxe,NULL,,
472,Broken pickaxe,NULL,,
473,Broken pickaxe,NULL,,
474,Broken pickaxe,NULL,,
475,Broken pickaxe,NULL,,
476,Broken pickaxe,NULL,,
477,Broken pickaxe,NULL,,
478,Broken pickaxe,NULL,,
479,Broken pickaxe,NULL,,
480,Bronze pick head,NULL,,
481,Bronze pick head,NULL,,
482,Iron pick head,NULL,,
483,Iron pick head,NULL,,
484,Steel pick head,NULL,,
485,Steel pick head,NULL,,
486,Mithril pick head,NULL,,
487,Mithril pick head,NULL,,
488,Adamant pick head,NULL,,
489,Adamant pick head,NULL,,
490,Rune pick head,NULL,,
491,Rune pick head,NULL,,
492,Axe handle,NULL,,
493,Axe handle,NULL,,
494,Broken axe,NULL,,
495,Broken axe,NULL,,
496,Broken axe,NULL,,
497,Broken axe,NULL,,
498,Broken axe,NULL,,
499,Broken axe,NULL,,
500,Broken axe,NULL,,
501,Broken axe,NULL,,
502,Broken axe,NULL,,
503,Broken axe,NULL,,
504,Broken axe,NULL,,
505,Broken axe,NULL,,
506,Broken axe,NULL,,
507,Broken axe,NULL,,
508,Bronze axe head,NULL,,
509,Bronze axe head,NULL,,
510,Iron axe head,NULL,,
511,Iron axe head,NULL,,
512,Steel axe head,NULL,,
513,Steel axe head,NULL,,
514,Black axe head,NULL,,
515,Black axe head,NULL,,
516,Mithril axe head,NULL,,
517,Mithril axe head,NULL,,
518,Adamant axe head,NULL,,
519,Adamant axe head,NULL,,
520,Rune axe head,NULL,,
521,Rune axe head,NULL,,
522,Enchanted beef,NULL,,
523,Enchanted rat,NULL,,
524,Enchanted bear,NULL,,
525,Enchanted chicken,NULL,,
526,Bones,7500,,
527,Bones,7500,,
528,Burnt bones,NULL,,
529,Burnt bones,NULL,,
530,Bat bones,7500,,
531,Bat bones,7500,,
532,Big bones,7500,,
533,Big bones,7500,,
534,Babydragon bones,7500,,
535,Babydragon bones,7500,,
536,Dragon bones,7500,,
537,Dragon bones,7500,,
538,Druid's robe,NULL,,
539,Druid's robe,NULL,,
540,Druid's robe top,NULL,,
541,Druid's robe top,NULL,,
542,Monk's robe,125,,
543,Monk's robe,125,,
544,Monk's robe top,125,,
545,Monk's robe top,125,,
546,Shade robe top,125,,
547,Shade robe top,125,,
548,Shade robe,125,,
549,Shade robe,125,,
550,Newcomer map,NULL,,
551,Newcomer map,NULL,,
552,Ghostspeak amulet,NULL,,
553,Ghost's skull,NULL,,
554,Fire rune,20000,,
555,Water rune,20000,,
556,Air rune,20000,,
557,Earth rune,20000,,
558,Mind rune,20000,,
559,Body rune,12000,,
560,Death rune,12000,,
561,Nature rune,12000,,
562,Chaos rune,12000,,
563,Law rune,10000,,
564,Cosmic rune,10000,,
565,Blood rune,10000,,
566,Soul rune,10000,,
567,Unpowered orb,10000,,
568,Unpowered orb,10000,,
569,Fire orb,10000,,
570,Fire orb,10000,,
571,Water orb,10000,,
572,Water orb,10000,,
573,Air orb,10000,,
574,Air orb,10000,,
575,Earth orb,10000,,
576,Earth orb,10000,,
577,Blue wizard robe,125,,
578,Blue wizard robe,125,,
579,Blue wizard hat,125,,
580,Blue wizard hat,125,,
581,Black robe,125,,
582,Black robe,125,,
583,Bailing bucket,NULL,,
584,Bailing bucket,NULL,,
585,Bailing bucket,NULL,,
586,Bailing bucket,NULL,,
587,Orb of protection,NULL,,
588,Orbs of protection,NULL,,
589,Gnome amulet,NULL,,
590,Tinderbox,40,,
591,Tinderbox,40,,
592,Ashes,13000,,
593,Ashes,13000,,
594,Lit torch,NULL,,
595,Torch,NULL,,
596,Unlit torch,NULL,,
597,Unlit torch,NULL,,
598,Bronze fire arrows,NULL,,
599,Null,NULL,,
600,Astronomy book,NULL,,
601,Goblin kitchen key,NULL,,
602,Lens mould,NULL,,
603,Observatory lens,NULL,,
604,Bone shard,NULL,,
605,Bone key,NULL,,
606,Stone-plaque,NULL,,
607,Tattered scroll,NULL,,
608,Crumpled scroll,NULL,,
609,Rashiliyia corpse,NULL,,
610,Zadimus corpse,NULL,,
611,Locating crystal,NULL,,
612,Locating crystal,NULL,,
613,Locating crystal,NULL,,
614,Locating crystal,NULL,,
615,Locating crystal,NULL,,
616,Beads of the dead,NULL,,
617,Coins,NULL,,
618,Bone beads,NULL,,
619,Paramaya ticket,NULL,,
620,Paramaya ticket,NULL,,
621,Ship ticket,NULL,,
622,Ship ticket,NULL,,
623,Sword pommel,NULL,,
624,Bervirius notes,NULL,,
625,Wampum belt,NULL,,
626,Pink boots,125,,
627,Pink boots,125,,
628,Green boots,125,,
629,Green boots,125,,
630,Blue boots,125,,
631,Blue boots,125,,
632,Cream boots,125,,
633,Cream boots,125,,
634,Turquoise boots,125,,
635,Turquoise boots,125,,
636,Pink robe top,125,,
637,Pink robe top,125,,
638,Green robe top,125,,
639,Green robe top,125,,
640,Blue robe top,125,,
641,Blue robe top,125,,
642,Cream robe top,125,,
643,Cream robe top,125,,
644,Turquoise robe top,125,,
645,Turquoise robe top,125,,
646,Pink robe bottoms,125,,
647,Pink robe bottoms,125,,
648,Green robe bottoms,125,,
649,Green robe bottoms,125,,
650,Blue robe bottoms,125,,
651,Blue robe bottoms,125,,
652,Cream robe bottoms,125,,
653,Cream robe bottoms,125,,
654,Turquoise robe bottoms,125,,
655,Turquoise robe bottoms,125,,
656,Pink hat,125,,
657,Pink hat,125,,
658,Green hat,125,,
659,Green hat,125,,
660,Blue hat,125,,
661,Blue hat,125,,
662,Cream hat,125,,
663,Cream hat,125,,
664,Turquoise hat,125,,
665,Turquoise hat,125,,
666,Portrait,NULL,,
667,Blurite sword,NULL,,
668,Blurite ore,NULL,,
669,Specimen jar,NULL,,
670,Specimen brush,NULL,,
671,Animal skull,NULL,,
672,Special cup,NULL,,
673,Teddy,NULL,,
674,Cracked sample,NULL,,
675,Rock pick,NULL,,
676,Trowel,NULL,,
677,Panning tray,NULL,,
678,Panning tray,NULL,,
679,Panning tray,NULL,,
680,Nuggets,NULL,,
681,Ancient talisman,NULL,,
682,Unstamped letter,NULL,,
683,Sealed letter,NULL,,
684,Belt buckle,NULL,,
685,Old boot,NULL,,
686,Rusty sword,NULL,,
687,Broken arrow,NULL,,
688,Buttons,NULL,,
689,Broken staff,NULL,,
690,Broken glass,NULL,,
691,Level 1 certificate,NULL,,
692,Level 2 certificate,NULL,,
693,Level 3 certificate,NULL,,
694,Ceramic remains,NULL,,
695,Old tooth,NULL,,
696,Invitation letter,NULL,,
697,Damaged armour,NULL,,
698,Broken armour,NULL,,
699,Stone tablet,NULL,,
700,Chemical powder,NULL,,
701,Ammonium nitrate,NULL,,
702,Unidentified liquid,NULL,,
703,Nitroglycerin,NULL,,
704,Ground charcoal,NULL,,
705,Mixed chemicals,NULL,,
706,Mixed chemicals,NULL,,
707,Chemical compound,NULL,,
708,Arcenia root,NULL,,
709,Chest key,NULL,,
710,Vase,NULL,,
711,Book on chemicals,NULL,,
712,Cup of tea,125,,
713,Null,NULL,,
714,Radimus notes,NULL,,
715,Radimus notes,NULL,,
716,Bull roarer,NULL,,
717,Scrawled note,NULL,,
718,A scribbled note,NULL,,
719,Scrumpled note,NULL,,
720,Sketch,NULL,,
721,Gold bowl,NULL,,
722,Blessed gold bowl,NULL,,
723,Golden bowl,NULL,,
724,Golden bowl,NULL,,
725,Golden bowl,NULL,,
726,Golden bowl,NULL,,
727,Hollow reed,NULL,,
728,Hollow reed,NULL,,
729,Shamans tome,NULL,,
730,Binding book,NULL,,
731,Enchanted vial,NULL,,
732,Holy water,NULL,,
733,Smashed glass,NULL,,
734,Smashed glass,NULL,,
735,Yommi tree seeds,NULL,,
736,Yommi tree seeds,NULL,,
737,Snakeweed mixture,NULL,,
738,Ardrigal mixture,NULL,,
739,Bravery potion,NULL,,
740,Blue hat,NULL,,
741,Chunk of crystal,NULL,,
742,Hunk of crystal,NULL,,
743,Lump of crystal,NULL,,
744,Heart crystal,NULL,,
745,Heart crystal,NULL,,
746,Dark dagger,NULL,,
747,Glowing dagger,NULL,,
748,Holy force,NULL,,
749,Yommi totem,NULL,,
750,Gilded totem,NULL,,
751,Gnomeball,NULL,,
752,Gnomeball,NULL,,
753,Cadava berries,NULL,,
754,Cadava berries,NULL,,
755,Message,NULL,,
756,Cadava potion,NULL,,
757,Book,NULL,,
758,Phoenix hq key,NULL,,
759,Weapon store key,NULL,,
760,Weapon store key,NULL,,
761,Intel report,NULL,,
762,Falador shield,NULL,,
763,Broken shield,NULL,,
764,Coal bag,NULL,,
765,Broken shield,NULL,,
766,Gem bag,NULL,,
767,Phoenix crossbow,125,,
768,Phoenix crossbow,125,,
769,Certificate,NULL,,
770,Ardougne cloak,NULL,,
771,Dramen branch,NULL,,
772,Dramen staff,NULL,,
773,perfect' ring,NULL,,
774,perfect' necklace,NULL,,
775,Cooking gauntlets,NULL,,
776,Goldsmith gauntlet,NULL,,
777,Chaos gauntlets,NULL,,
778,Steel gauntlets,NULL,,
779,Crest part,NULL,,
780,Crest part,NULL,,
781,Crest part,NULL,,
782,Family crest,NULL,,
783,Bark sample,NULL,,
784,Translation book,NULL,,
785,Glough's journal,NULL,,
786,Hazelmere's scroll,NULL,,
787,Lumber order,NULL,,
788,Glough's key,NULL,,
789,Twigs,NULL,,
790,Twigs,NULL,,
791,Twigs,NULL,,
792,Twigs,NULL,,
793,Daconia rock,NULL,,
794,Invasion plans,NULL,,
795,War ship,NULL,,
800,Bronze thrownaxe,NULL,,
801,Iron thrownaxe,NULL,,
802,Steel thrownaxe,NULL,,
803,Mithril thrownaxe,NULL,,
804,Adamant thrownaxe,NULL,,
805,Rune thrownaxe,NULL,,
806,Bronze dart,7000,,
807,Iron dart,7000,,
808,Steel dart,7000,,
809,Mithril dart,7000,,
810,Adamant dart,7000,,
811,Rune dart,7000,,
812,Bronze dart(p),7000,,
813,Iron dart(p),7000,,
814,Steel dart(p),7000,,
815,Mithril dart(p),7000,,
816,Adamant dart(p),7000,,
817,Rune dart(p),7000,,
818,Poisoned dart(p),NULL,,
819,Bronze dart tip,11000,,
820,Iron dart tip,11000,,
821,Steel dart tip,11000,,
822,Mithril dart tip,11000,,
823,Adamant dart tip,11000,,
824,Rune dart tip,11000,,
825,Bronze javelin,11000,,
826,Iron javelin,11000,,
827,Steel javelin,11000,,
828,Mithril javelin,11000,,
829,Adamant javelin,11000,,
830,Rune javelin,11000,,
831,Bronze javelin(p),7000,,
832,Iron javelin(p),7000,,
833,Steel javelin(p),7000,,
834,Mithril javelin(p),7000,,
835,Adamant javelin(p),7000,,
836,Rune javelin(p),7000,,
837,Crossbow,NULL,,
838,Crossbow,NULL,,
839,Longbow,14000,,
840,Longbow,14000,,
841,Shortbow,14000,,
842,Shortbow,14000,,
843,Oak shortbow,14000,,
844,Oak shortbow,14000,,
845,Oak longbow,14000,,
846,Oak longbow,14000,,
847,Willow longbow,14000,,
848,Willow longbow,14000,,
849,Willow shortbow,14000,,
850,Willow shortbow,14000,,
851,Maple longbow,14000,,
852,Maple longbow,14000,,
853,Maple shortbow,14000,,
854,Maple shortbow,14000,,
855,Yew longbow,14000,,
856,Yew longbow,14000,,
857,Yew shortbow,10000,,
858,Yew shortbow,10000,,
859,Magic longbow,10000,,
860,Magic longbow,10000,,
861,Magic shortbow,10000,,
862,Magic shortbow,10000,,
863,Iron knife,7000,,
864,Bronze knife,7000,,
865,Steel knife,7000,,
866,Mithril knife,7000,,
867,Adamant knife,7000,,
868,Rune knife,7000,,
869,Black knife,7000,,
870,Bronze knife(p),7000,,
871,Iron knife(p),7000,,
872,Steel knife(p),7000,,
873,Mithril knife(p),7000,,
874,Black knife(p),7000,,
875,Adamant knife(p),7000,,
876,Rune knife(p),7000,,
877,Bronze bolts,NULL,,
878,Bronze bolts(p),NULL,,
879,Opal bolts,NULL,,
880,Pearl bolts,NULL,,
881,Barbed bolts,NULL,,
882,Bronze arrow,7000,,
883,Bronze arrow(p),7000,,
884,Iron arrow,7000,,
885,Iron arrow(p),7000,,
886,Steel arrow,7000,,
887,Steel arrow(p),7000,,
888,Mithril arrow,7000,,
889,Mithril arrow(p),7000,,
890,Adamant arrow,11000,,
891,Adamant arrow(p),11000,,
892,Rune arrow,7000,,
893,Rune arrow(p),7000,,
942,Bronze fire arrows,NULL,,
943,Worm,NULL,,
944,Worm,NULL,,
945,Throwing rope,NULL,,
946,Knife,40,,
947,Knife,40,,
948,Bear fur,125,,
949,Bear fur,125,,
950,Silk,125,,
951,Silk,125,,
952,Spade,40,,
953,Spade,40,,
954,Rope,40,,
955,Rope,40,,
956,Flier,NULL,,
957,Flier,NULL,,
958,Grey wolf fur,125,,
959,Grey wolf fur,125,,
960,Plank,13000,,
961,Plank,13000,,
962,Christmas cracker,5,,
963,Christmas cracker,5,,
964,Skull,NULL,,
965,Skull,NULL,,
966,Tile,NULL,,
967,Tile,NULL,,
968,Rock,NULL,,
969,Rock,NULL,,
970,Papyrus,NULL,,
971,Papyrus,NULL,,
972,Papyrus,NULL,,
973,Charcoal,NULL,,
974,Charcoal,NULL,,
975,Machete,NULL,,
976,Machete,NULL,,
977,Cooking pot,NULL,,
978,Cooking pot,NULL,,
980,Null,NULL,,
981,Disk of returning,5,,
982,Disk of returning,5,,
983,Brass key,40,,
984,Brass key,40,,
985,Tooth half of key,40,,
986,Tooth half of key,40,,
987,Loop half of key,40,,
988,Loop half of key,40,,
989,Crystal key,40,,
990,Crystal key,40,,
991,Muddy key,NULL,,
992,Muddy key,NULL,,
993,Sinister key,NULL,,
994,Sinister key,NULL,,
995,Coins,NULL,,
1005,White apron,40,,
1006,White apron,40,,
1007,Red cape,40,,
1008,Red cape,40,,
1009,Brass necklace,40,,
1010,Brass necklace,40,,
1011,Blue skirt,125,,
1012,Blue skirt,125,,
1013,Pink skirt,125,,
1014,Pink skirt,125,,
1015,Black skirt,125,,
1016,Black skirt,125,,
1017,Wizard hat,125,,
1018,Wizard hat,125,,
1019,Black cape,125,,
1020,Black cape,125,,
1021,Blue cape,125,,
1022,Blue cape,125,,
1023,Yellow cape,125,,
1024,Yellow cape,125,,
1025,Eye patch,125,,
