1264,Dragon spear(p),70,Not Tradable,NULL
1265,Bronze pickaxe,70,False,Used for mining.
1266,Bronze pickaxe,70,Not Tradable,NULL
1267,Iron pickaxe,70,False,Used for mining.
1268,Iron pickaxe,70,Not Tradable,NULL
1269,Steel pickaxe,70,False,Used for mining.
1270,Steel pickaxe,70,Not Tradable,NULL
1271,Adamant pickaxe,70,False,Used for mining.
1272,Adamant pickaxe,70,Not Tradable,NULL
1273,Mithril pickaxe,70,False,Used for mining.
1274,Mithril pickaxe,70,Not Tradable,NULL
1275,Rune pickaxe,70,False,Used for mining.
1276,Rune pickaxe,70,Not Tradable,NULL
1277,Bronze sword,70,False,A razor sharp sword.
1278,Bronze sword,70,Not Tradable,NULL
1279,Iron sword,70,False,A razor sharp sword.
1280,Iron sword,70,Not Tradable,NULL
1281,Steel sword,70,False,A razor sharp sword.
1282,Steel sword,70,Not Tradable,NULL
1283,Black sword,70,False,A razor sharp sword.
1284,Black sword,70,Not Tradable,NULL
1285,Mithril sword,70,False,A razor sharp sword.
1286,Mithril sword,70,Not Tradable,NULL
1287,Adamant sword,70,False,A razor sharp sword.
1288,Adamant sword,70,Not Tradable,NULL
1289,Rune sword,70,False,A razor sharp sword.
1290,Rune sword,70,Not Tradable,NULL
1291,Bronze longsword,70,False,A razor sharp longsword.
1292,Bronze longsword,70,Not Tradable,NULL
1293,Iron longsword,70,False,A razor sharp longsword.
1294,Iron longsword,70,Not Tradable,NULL
1295,Steel longsword,70,False,A razor sharp longsword.
1296,Steel longsword,70,Not Tradable,NULL
1297,Black longsword,70,False,A razor sharp longsword.
1298,Black longsword,70,Not Tradable,NULL
1299,Mithril longsword,70,False,A razor sharp longsword.
1300,Mithril longsword,70,Not Tradable,NULL
1301,Adamant longsword,70,False,A razor sharp longsword.
1302,Adamant longsword,70,Not Tradable,NULL
1303,Rune longsword,70,False,A razor sharp longsword.
1304,Rune longsword,70,Not Tradable,NULL
1305,Dragon longsword,70,True,A very powerful sword.
1306,Dragon longsword,70,Not Tradable,NULL
1307,Bronze 2h sword,70,False,A two handed sword.
1308,Bronze 2h sword,70,Not Tradable,NULL
1309,Iron 2h sword,70,False,A two handed sword.
1310,Iron 2h sword,70,Not Tradable,NULL
1311,Steel 2h sword,70,False,A two handed sword.
1312,Steel 2h sword,70,Not Tradable,NULL
1313,Black 2h sword,70,False,A two handed sword.
1314,Black 2h sword,70,Not Tradable,NULL
1315,Mithril 2h sword,70,False,A two handed sword.
1316,Mithril 2h sword,70,Not Tradable,NULL
1317,Adamant 2h sword,70,False,A two handed sword.
1318,Adamant 2h sword,70,Not Tradable,NULL
1319,Rune 2h sword,70,False,A two handed sword.
1320,Rune 2h sword,70,Not Tradable,NULL
1321,Bronze scimitar,70,False,A vicious, curved sword.
1322,Bronze scimitar,70,Not Tradable,NULL
1323,Iron scimitar,70,False,A vicious, curved sword.
1324,Iron scimitar,70,Not Tradable,NULL
1325,Steel scimitar,70,False,A vicious, curved sword.
1326,Steel scimitar,70,Not Tradable,NULL
1327,Black scimitar,70,False,A vicious, curved sword.
1328,Black scimitar,70,Not Tradable,NULL
1329,Mithril scimitar,70,False,A vicious, curved sword.
1330,Mithril scimitar,70,Not Tradable,NULL
1331,Adamant scimitar,70,False,A vicious, curved sword.
1332,Adamant scimitar,70,Not Tradable,NULL
1333,Rune scimitar,70,False,A vicious, curved sword.
1334,Rune scimitar,70,Not Tradable,NULL
1335,Iron warhammer,70,False,I don't think it's intended for joinery.
1336,Iron warhammer,70,Not Tradable,NULL
1337,Bronze warhammer,70,False,I don't think it's intended for joinery.
1338,Bronze warhammer,70,Not Tradable,NULL
1339,Steel warhammer,70,False,I don't think it's intended for joinery.
1340,Steel warhammer,70,Not Tradable,NULL
1341,Black warhammer,70,False,I don't think it's intended for joinery.
1342,Black warhammer,70,Not Tradable,NULL
1343,Mithril warhammer,70,False,I don't think it's intended for joinery.
1344,Mithril warhammer,70,Not Tradable,NULL
1345,Adamant warhammer,70,False,I don't think it's intended for joinery.
1346,Adamant warhammer,70,Not Tradable,NULL
1347,Rune warhammer,70,False,I don't think it's intended for joinery.
1348,Rune warhammer,70,Not Tradable,NULL
1349,Iron axe,70,False,A woodcutter's axe.
1350,Iron axe,70,Not Tradable,NULL
1351,Bronze axe,70,False,A woodcutter's axe.
1352,Bronze axe,70,Not Tradable,NULL
1353,Steel axe,70,False,A woodcutter's axe.
1354,Steel axe,70,Not Tradable,NULL
1355,Mithril axe,70,False,A powerful axe.
1356,Mithril axe,70,Not Tradable,NULL
1357,Adamant axe,70,False,A powerful axe.
1358,Adamant axe,70,Not Tradable,NULL
1359,Rune axe,70,False,A powerful axe.
1360,Rune axe,70,Not Tradable,NULL
1361,Black axe,70,False,A sinister looking axe.
1362,Black axe,70,Not Tradable,NULL
1363,Iron battleaxe,70,False,A vicious looking axe.
1364,Iron battleaxe,70,Not Tradable,NULL
1365,Steel battleaxe,70,False,A vicious looking axe.
1366,Steel battleaxe,70,Not Tradable,NULL
1367,Black battleaxe,70,False,A vicious looking axe.
1368,Black battleaxe,70,Not Tradable,NULL
1369,Mithril battleaxe,70,False,A vicious looking axe.
1370,Mithril battleaxe,70,Not Tradable,NULL
1371,Adamant battleaxe,70,False,A vicious looking axe.
1372,Adamant battleaxe,70,Not Tradable,NULL
1373,Rune battleaxe,70,False,A vicious looking axe.
1374,Rune battleaxe,70,Not Tradable,NULL
1375,Bronze battleaxe,70,False,A vicious looking axe.
1376,Bronze battleaxe,70,Not Tradable,NULL
1377,Dragon battleaxe,8,True,A vicious looking axe.
1378,Dragon battleaxe,8,Not Tradable,NULL
1379,Staff,70,False,It's a slightly magical stick.
1380,Staff,70,Not Tradable,NULL
1381,Staff of air,70,False,A Magical staff.
1382,Staff of air,70,Not Tradable,NULL
1383,Staff of water,70,False,A Magical staff.
1384,Staff of water,70,Not Tradable,NULL
1385,Staff of earth,70,False,A Magical staff.
1386,Staff of earth,70,Not Tradable,NULL
1387,Staff of fire,70,False,A Magical staff.
1388,Staff of fire,70,Not Tradable,NULL
1389,Magic staff,70,False,A Magical staff.
1390,Magic staff,70,Not Tradable,NULL
1391,Battlestaff,2000,True,It's a slightly magical stick.
1392,Battlestaff,2000,Not Tradable,NULL
1393,Fire battlestaff,500,True,It's a slightly magical stick.
1394,Fire battlestaff,500,Not Tradable,NULL
1395,Water battlestaff,500,True,It's a slightly magical stick.
1396,Water battlestaff,500,Not Tradable,NULL
1397,Air battlestaff,13000,True,It's a slightly magical stick.
1398,Air battlestaff,13000,Not Tradable,NULL
1399,Earth battlestaff,500,True,It's a slightly magical stick.
1400,Earth battlestaff,500,Not Tradable,NULL
1401,Mystic fire staff,500,True,It's a slightly magical stick.
1402,Mystic fire staff,500,Not Tradable,NULL
1403,Mystic water staff,500,True,It's a slightly magical stick.
1404,Mystic water staff,500,Not Tradable,NULL
1405,Mystic air staff,500,True,It's a slightly magical stick.
1406,Mystic air staff,500,Not Tradable,NULL
1407,Mystic earth staff,500,True,It's a slightly magical stick.
1408,Mystic earth staff,500,Not Tradable,NULL
1409,Iban's staff,NULL,Not Tradable,NULL
1410,Iban's staff,NULL,Not Tradable,NULL
1411,Farmer's fork,NULL,Not Tradable,NULL
1412,Farmer's fork,NULL,Not Tradable,NULL
1413,Halberd,NULL,Not Tradable,NULL
1414,Halberd,NULL,Not Tradable,NULL
1415,Warhammer,NULL,Not Tradable,NULL
1416,Warhammer,NULL,Not Tradable,NULL
1417,Javelin,NULL,Not Tradable,NULL
1418,Javelin,NULL,Not Tradable,NULL
1419,Scythe,NULL,Not Tradable,NULL
1420,Iron mace,70,False,A spiky mace.
1421,Iron mace,70,Not Tradable,NULL
1422,Bronze mace,70,False,A spiky mace.
1423,Bronze mace,70,Not Tradable,NULL
1424,Steel mace,70,False,A spiky mace.
1425,Steel mace,70,Not Tradable,NULL
1426,Black mace,70,False,A spiky mace.
1427,Black mace,70,Not Tradable,NULL
1428,Mithril mace,70,False,A spiky mace.
1429,Mithril mace,70,Not Tradable,NULL
1430,Adamant mace,70,False,A spiky mace.
1431,Adamant mace,70,Not Tradable,NULL
1432,Rune mace,70,False,A spiky mace.
1433,Rune mace,70,Not Tradable,NULL
1434,Dragon mace,8,True,A spiky mace.
1435,Dragon mace,8,Not Tradable,NULL
1436,Rune essence,NULL,False,An uncharged Rune Stone.
1437,Rune essence,NULL,Not Tradable,NULL
1438,Air talisman,13000,False,A mysterious power emanates from the talisman...
1439,Air talisman,13000,Not Tradable,NULL
1440,Earth talisman,13000,False,A mysterious power emanates from the talisman...
1441,Earth talisman,13000,Not Tradable,NULL
1442,Fire talisman,13000,False,A mysterious power emanates from the talisman...
1443,Fire talisman,13000,Not Tradable,NULL
1444,Water talisman,13000,False,A mysterious power emanates from the talisman...
1445,Water talisman,13000,Not Tradable,NULL
1446,Body talisman,13000,False,A mysterious power emanates from the talisman...
1447,Body talisman,13000,Not Tradable,NULL
1448,Mind talisman,13000,False,A mysterious power emanates from the talisman...
1449,Mind talisman,13000,Not Tradable,NULL
1450,Null,NULL,Not Tradable,NULL
1451,Null,NULL,Not Tradable,NULL
1452,Chaos talisman,13000,True,A mysterious power emanates from the talisman...
1453,Chaos talisman,13000,Not Tradable,NULL
1454,Cosmic talisman,13000,True,A mysterious power emanates from the talisman...
1455,Cosmic talisman,13000,Not Tradable,NULL
1456,Death talisman,13000,True,A mysterious power emanates from the talisman...
1457,Death talisman,13000,Not Tradable,NULL
1458,Law talisman,13000,Not Tradable,NULL
1459,Null,NULL,Not Tradable,NULL
1460,Null,NULL,Not Tradable,NULL
1461,Null,NULL,Not Tradable,NULL
1462,Nature talisman,13000,True,A mysterious power emanates from the talisman...
1463,Nature talisman,13000,Not Tradable,NULL
1464,Archery ticket,NULL,True,I can exchange this for equipment.
1465,Weapon poison,NULL,Not Tradable,NULL
1466,Sea slug,NULL,Not Tradable,NULL
1467,Damp sticks,NULL,Not Tradable,NULL
1468,Dry sticks,NULL,Not Tradable,NULL
1469,Broken glass,NULL,Not Tradable,NULL
1470,Red bead,125,False,A small round red bead.
1471,Red bead,125,Not Tradable,NULL
1472,Yellow bead,125,False,A small round yellow bead.
1473,Yellow bead,125,Not Tradable,NULL
1474,Black bead,125,False,A small round black bead.
1475,Black bead,125,Not Tradable,NULL
1476,White bead,125,False,A small round white bead.
1477,White bead,125,Not Tradable,NULL
1478,Amulet of accuracy,125,False,It increases my aim.
1479,Amulet of accuracy,125,Not Tradable,NULL
1480,Rock,NULL,Not Tradable,NULL
1481,Orb of light,NULL,Not Tradable,NULL
1482,Orb of light,NULL,Not Tradable,NULL
1483,Orb of light,NULL,Not Tradable,NULL
1484,Orb of light,NULL,Not Tradable,NULL
1485,Damp cloth,NULL,Not Tradable,NULL
1486,Piece of railing,NULL,Not Tradable,NULL
1487,Unicorn horn,NULL,Not Tradable,NULL
1488,Paladin's badge,NULL,Not Tradable,NULL
1489,Paladin's badge,NULL,Not Tradable,NULL
1490,Paladin's badge,NULL,Not Tradable,NULL
1491,Witch's cat,NULL,Not Tradable,NULL
1492,Doll of iban,NULL,Not Tradable,NULL
1493,Old journal,NULL,Not Tradable,NULL
1494,History of iban,NULL,Not Tradable,NULL
1495,Klank's gauntlets,NULL,Not Tradable,NULL
1496,Iban's dove,NULL,Not Tradable,NULL
1497,Amulet of othanian,NULL,Not Tradable,NULL
1498,Amulet of doomion,NULL,Not Tradable,NULL
1499,Amulet of holthion,NULL,Not Tradable,NULL
1500,Iban's shadow,NULL,Not Tradable,NULL
1501,Dwarf brew,NULL,Not Tradable,NULL
1502,Iban's ashes,NULL,Not Tradable,NULL
1503,Warrant,NULL,Not Tradable,NULL
1504,Hangover cure,NULL,Not Tradable,NULL
1505,A magic scroll,NULL,Not Tradable,NULL
1506,Gas mask,NULL,Not Tradable,NULL
1507,A small key,NULL,Not Tradable,NULL
1508,A scruffy note,NULL,Not Tradable,NULL
1509,Book,NULL,Not Tradable,NULL
1510,Picture,NULL,Not Tradable,NULL
1511,Logs,15000,False,A number of wooden logs.
1512,Logs,15000,Not Tradable,NULL
1513,Magic logs,NULL,True,Logs cut from a magic tree.
1514,Magic logs,NULL,Not Tradable,NULL
1515,Yew logs,NULL,False,Logs cut from a yew tree.
1516,Yew logs,NULL,Not Tradable,NULL
1517,Maple logs,15000,False,Logs cut from a maple tree.
1518,Maple logs,15000,Not Tradable,NULL
1519,Willow logs,15000,False,Logs cut from a willow tree.
1520,Willow logs,15000,Not Tradable,NULL
1521,Oak logs,NULL,False,Logs cut from an oak tree.
1522,Oak logs,NULL,Not Tradable,NULL
1523,Lockpick,NULL,True,For picking tough locks.
1524,Lockpick,NULL,Not Tradable,NULL
1525,Grimy snake weed,NULL,Not Tradable,NULL
1526,Snake weed,NULL,Not Tradable,NULL
1527,Grimy ardrigal,NULL,Not Tradable,NULL
1528,Ardrigal,NULL,Not Tradable,NULL
1529,Grimy sito foil,NULL,Not Tradable,NULL
1530,Sito foil,NULL,Not Tradable,NULL
1531,Grimy volencia moss,NULL,Not Tradable,NULL
1532,Volencia moss,NULL,Not Tradable,NULL
1533,Grimy rogue's purse,NULL,Not Tradable,NULL
1534,Rogue's purse,NULL,Not Tradable,NULL
1535,Map part,NULL,Not Tradable,NULL
1536,Map part,NULL,Not Tradable,NULL
1537,Map part,NULL,Not Tradable,NULL
1538,Crandor map,NULL,Not Tradable,NULL
1539,Steel nails,NULL,False,Keeps things in place fairly permanently.
1540,Anti-dragon shield,NULL,False,This provides partial protection from dragonbreath attacks.
1541,Anti-dragon shield,NULL,Not Tradable,NULL
1542,Maze key,NULL,Not Tradable,NULL
1543,Key,NULL,Not Tradable,NULL
1544,Key,NULL,Not Tradable,NULL
1545,Key,NULL,Not Tradable,NULL
1546,Key,NULL,Not Tradable,NULL
1547,Key,NULL,Not Tradable,NULL
1548,Key,NULL,Not Tradable,NULL
1549,Stake,NULL,Not Tradable,NULL
1550,Garlic,NULL,False,A clove of garlic.
1551,Garlic,NULL,Not Tradable,NULL
1552,Seasoned sardine,NULL,True,Sardine flavoured with doogle leaves.
1553,Seasoned sardine,NULL,Not Tradable,NULL
1554,Fluffs' kitten,NULL,Not Tradable,NULL
1555,Pet kitten,NULL,Not Tradable,NULL
1556,Pet kitten,NULL,Not Tradable,NULL
1557,Pet kitten,NULL,Not Tradable,NULL
1558,Pet kitten,NULL,Not Tradable,NULL
1559,Pet kitten,NULL,Not Tradable,NULL
1560,Pet kitten,NULL,Not Tradable,NULL
1561,Pet cat,NULL,Not Tradable,NULL
1562,Pet cat,NULL,Not Tradable,NULL
1563,Pet cat,NULL,Not Tradable,NULL
1564,Pet cat,NULL,Not Tradable,NULL
1565,Pet cat,NULL,Not Tradable,NULL
1566,Pet cat,NULL,Not Tradable,NULL
1567,Pet cat,NULL,Not Tradable,NULL
1568,Pet cat,NULL,Not Tradable,NULL
1569,Pet cat,NULL,Not Tradable,NULL
1570,Pet cat,NULL,Not Tradable,NULL
1571,Pet cat,NULL,Not Tradable,NULL
1572,Pet cat,NULL,Not Tradable,NULL
1573,Doogle leaves,NULL,True,A tasty herb, good for seasoning.
1574,Doogle leaves,NULL,Not Tradable,NULL
1575,Cat training medal,NULL,Not Tradable,NULL
1576,Cat training medal,NULL,Not Tradable,NULL
1577,Pete's candlestick,NULL,Not Tradable,NULL
1578,Pete's candlestick,NULL,Not Tradable,NULL
1579,Thieves' armband,NULL,Not Tradable,NULL
1580,Ice gloves,NULL,Not Tradable,NULL
1581,Blamish snail slime,NULL,Not Tradable,NULL
1582,Blamish oil,NULL,Not Tradable,NULL
1583,Fire feather,NULL,Not Tradable,NULL
1584,Id papers,NULL,Not Tradable,NULL
1585,Oily fishing rod,NULL,Not Tradable,NULL
1586,Miscellaneous key,NULL,Not Tradable,NULL
1587,Miscellaneous key,NULL,Not Tradable,NULL
1588,Grip's keyring,NULL,Not Tradable,NULL
1589,Null,NULL,Not Tradable,NULL
1590,Dusty key,NULL,Not Tradable,NULL
1591,Jail key,NULL,Not Tradable,NULL
1592,Ring mould,NULL,False,Used to make gold rings.
1593,Ring mould,NULL,Not Tradable,NULL
1594,Unholy mould,NULL,Not Tradable,NULL
1595,Amulet mould,NULL,False,Used to make gold amulets.
1596,Amulet mould,NULL,Not Tradable,NULL
1597,Necklace mould,NULL,False,Used to make gold necklaces.
1598,Necklace mould,NULL,Not Tradable,NULL
1599,Holy mould,NULL,False,Used to make holy symbols of Saradomin.
1600,Holy mould,NULL,Not Tradable,NULL
1601,Diamond,NULL,False,This looks valuable.
1602,Diamond,NULL,Not Tradable,NULL
1603,Ruby,NULL,False,This looks valuable.
1604,Ruby,NULL,Not Tradable,NULL
1605,Emerald,NULL,False,This looks valuable.
1606,Emerald,NULL,Not Tradable,NULL
1607,Sapphire,NULL,False,This looks valuable.
1608,Sapphire,NULL,Not Tradable,NULL
1609,Opal,NULL,True,A semi precious stone.
1610,Opal,NULL,Not Tradable,NULL
1611,Jade,NULL,True,A semi precious stone.
1612,Jade,NULL,Not Tradable,NULL
1613,Red topaz,NULL,True,A semi precious stone.
1614,Red topaz,NULL,Not Tradable,NULL
1615,Dragonstone,100,True,This looks valuable.
1616,Dragonstone,100,Not Tradable,NULL
1617,Uncut diamond,1000,False,This would be worth more cut.
1618,Uncut diamond,1000,Not Tradable,NULL
1619,Uncut ruby,1000,False,This would be worth more cut.
1620,Uncut ruby,1000,Not Tradable,NULL
1621,Uncut emerald,1000,False,This would be worth more cut.
1622,Uncut emerald,1000,Not Tradable,NULL
1623,Uncut sapphire,1000,False,This would be worth more cut.
1624,Uncut sapphire,1000,Not Tradable,NULL
1625,Uncut opal,1000,True,This would be worth more cut.
1626,Uncut opal,1000,Not Tradable,NULL
1627,Uncut jade,1000,True,This would be worth more cut.
1628,Uncut jade,1000,Not Tradable,NULL
1629,Uncut red topaz,1000,True,This would be worth more cut.
1630,Uncut red topaz,1000,Not Tradable,NULL
1631,Uncut dragonstone,100,True,This would be worth more cut.
1632,Uncut dragonstone,100,Not Tradable,NULL
1633,Crushed gem,NULL,Not Tradable,NULL
1634,Crushed gem,NULL,Not Tradable,NULL
1635,Gold ring,3000,False,A valuable ring.
1636,Gold ring,3000,Not Tradable,NULL
1637,Sapphire ring,3000,False,A valuable ring.
1638,Sapphire ring,3000,Not Tradable,NULL
1639,Emerald ring,3000,False,A valuable ring.
1640,Emerald ring,3000,Not Tradable,NULL
1641,Ruby ring,3000,False,A valuable ring.
1642,Ruby ring,3000,Not Tradable,NULL
1643,Diamond ring,3000,False,A valuable ring.
1644,Diamond ring,3000,Not Tradable,NULL
1645,Dragonstone ring,100,True,A valuable ring.
1646,Dragonstone ring,100,Not Tradable,NULL
1649,Sapphire ring,3000,Not Tradable,NULL
1650,Emerald ring,3000,Not Tradable,NULL
